Career,Name," ""Team"""," ""Position"""," ""Height(inches)"""," ""Weight(lbs)"""," ""Age"""
TIC,J.J. Hardy," ""MLW"""," ""Shortstop""",74,180,24.53
TIC,Bill Hall," ""MLW"""," ""Shortstop""",72,195,27.17
TIC,Vinny Rottino," ""MLW"""," ""Third Baseman""",72,195,26.9
TIC,Corey Koskie," ""MLW"""," ""Third Baseman""",75,219,33.67
TIC,Kevin Mench," ""MLW"""," ""Outfielder""",72,225,29.14
TIC,Geoff Jenkins," ""MLW"""," ""Outfielder""",73,212,32.61
TIC,Brady Clark," ""MLW"""," ""Outfielder""",74,202,33.87
TIC,Tony Gwynn Jr.," ""MLW"""," ""Outfielder""",72,185,24.41
TIC,Corey Hart," ""MLW"""," ""Outfielder""",78,200,24.94
TIC,Gabe Gross," ""MLW"""," ""Outfielder""",75,209,27.36
TIC,Laynce Nix," ""MLW"""," ""Outfielder""",72,200,26.33
TIC,Drew Anderson," ""MLW"""," ""Outfielder""",74,195,25.72
TIC,Claudio Vargas," ""MLW"""," ""Starting Pitcher""",75,228,28.7
TIC,Chris Capuano," ""MLW"""," ""Starting Pitcher""",75,210,28.53
TIC,Ben Hendrickson," ""MLW"""," ""Starting Pitcher""",76,190,26.07
TIC,Dave Bush," ""MLW"""," ""Starting Pitcher""",74,212,27.31
TIC,Carlos Villanueva," ""MLW"""," ""Starting Pitcher""",74,190,23.26
TIC,Ben Sheets," ""MLW"""," ""Starting Pitcher""",73,218,28.62
TIC,Jeff Suppan," ""MLW"""," ""Starting Pitcher""",74,220,32.16
TIC,Brian Shouse," ""MLW"""," ""Relief Pitcher""",71,190,38.43
TIC,Francisco Cordero," ""MLW"""," ""Relief Pitcher""",74,235,31.81
TIC,Derrick Turnbow," ""MLW"""," ""Relief Pitcher""",75,210,29.1
TIC,Matt Wise," ""MLW"""," ""Relief Pitcher""",76,200,31.28
TIC,Grant Balfour," ""MLW"""," ""Relief Pitcher""",74,188,29.17
TIC,Dennis Sarfate," ""MLW"""," ""Relief Pitcher""",76,210,25.89
TIC,Jose Capellan," ""MLW"""," ""Relief Pitcher""",76,235,26.13
TIC,Greg Aquino," ""MLW"""," ""Relief Pitcher""",73,188,29.13
TIC,Josh Bard," ""SD"""," ""Catcher""",75,215,28.92
TIC,Rob Bowen," ""SD"""," ""Catcher""",75,216,26.01
TIC,Adrian Gonzalez," ""SD"""," ""First Baseman""",74,220,24.81
TIC,Marcus Giles," ""SD"""," ""Second Baseman""",68,180,28.79
TIC,Todd Walker," ""SD"""," ""Second Baseman""",72,185,33.77
TIC,Geoff Blum," ""SD"""," ""Shortstop""",75,200,33.85
TIC,Khalil Greene," ""SD"""," ""Shortstop""",71,210,27.36
TIC,Paul McAnulty," ""SD"""," ""Outfielder""",70,220,26.01
TIC,Terrmel Sledge," ""SD"""," ""Outfielder""",72,185,29.95
TIC,Jack Cust," ""SD"""," ""Outfielder""",73,231,28.12
TIC,Jose Cruz Jr.," ""SD"""," ""Outfielder""",72,210,32.87
TIC,Russell Branyan," ""SD"""," ""Outfielder""",75,195,31.2
TIC,Mike Cameron," ""SD"""," ""Outfielder""",74,200,34.14
TIC,Brian Giles," ""SD"""," ""Outfielder""",70,205,36.11
TIC,Kevin Kouzmanoff," ""SD"""," ""Designated Hitter""",73,200,25.6
TIC,Mike Thompson," ""SD"""," ""Starting Pitcher""",76,200,26.31
TIC,Clay Hensley," ""SD"""," ""Starting Pitcher""",71,190,27.5
TIC,Chris Young," ""SD"""," ""Starting Pitcher""",82,250,27.77
TIC,Greg Maddux," ""SD"""," ""Starting Pitcher""",72,185,40.88
TIC,Jake Peavy," ""SD"""," ""Starting Pitcher""",73,180,25.75
TIC,Scott Cassidy," ""SD"""," ""Relief Pitcher""",74,170,31.41
TIC,Scott Strickland," ""SD"""," ""Relief Pitcher""",71,180,30.84
TIC,Scott Linebrink," ""SD"""," ""Relief Pitcher""",75,208,30.57
TIC,Doug Brocail," ""SD"""," ""Relief Pitcher""",77,235,39.79
TIC,Trevor Hoffman," ""SD"""," ""Relief Pitcher""",72,215,39.38
TIC,Heath Bell," ""SD"""," ""Relief Pitcher""",74,244,29.42
TIC,Royce Ring," ""SD"""," ""Relief Pitcher""",72,220,26.19
TIC,Cla Meredith," ""SD"""," ""Relief Pitcher""",73,185,23.74
TIC,Andrew Brown," ""SD"""," ""Relief Pitcher""",78,230,26.03
TIC,Mike Adams," ""SD"""," ""Relief Pitcher""",77,190,28.59
TIC,Justin Hampson," ""SD"""," ""Relief Pitcher""",73,200,26.77
TIC,Kevin Cameron," ""SD"""," ""Relief Pitcher""",73,180,27.21
TIC,Ryan Ketchner," ""SD"""," ""Relief Pitcher""",73,190,24.87
TIC,Brian Schneider," ""WAS"""," ""Catcher""",73,196,30.26
TIC,Jesus Flores," ""WAS"""," ""Catcher""",73,180,22.34
TIC,Larry Broadway," ""WAS"""," ""First Baseman""",76,230,26.2
TIC,Nick Johnson," ""WAS"""," ""First Baseman""",75,224,28.45
TIC,Bernie Castro," ""WAS"""," ""Second Baseman""",70,160,27.63
TIC,Josh Wilson," ""WAS"""," ""Shortstop""",73,178,25.93
TIC,Cristian Guzman," ""WAS"""," ""Shortstop""",72,205,28.94
TIC,Felipe Lopez," ""WAS"""," ""Shortstop""",73,185,26.8
TIC,Ryan Zimmerman," ""WAS"""," ""Third Baseman""",75,210,22.42
TIC,Nook Logan," ""WAS"""," ""Outfielder""",74,180,27.26
TIC,Ryan Church," ""WAS"""," ""Outfielder""",73,190,28.38
TIC,Kory Casto," ""WAS"""," ""Outfielder""",73,200,25.23
TIC,Mike Restovich," ""WAS"""," ""Outfielder""",76,257,28.16
TIC,Alex Escobar," ""WAS"""," ""Outfielder""",73,190,28.48
TIC,Austin Kearns," ""WAS"""," ""Outfielder""",75,220,26.78
TIC,Chris Snelling," ""WAS"""," ""Outfielder""",70,165,25.24
TIC,Billy Traber," ""WAS"""," ""Starting Pitcher""",77,205,27.45
TIC,Tim Redding," ""WAS"""," ""Starting Pitcher""",72,200,29.05
TIC,John Patterson," ""WAS"""," ""Starting Pitcher""",77,208,29.08
TIC,Shawn Hill," ""WAS"""," ""Starting Pitcher""",74,185,25.84
TIC,Joel Hanrahan," ""WAS"""," ""Starting Pitcher""",75,215,25.4
TIC,Mike O'Connor," ""WAS"""," ""Starting Pitcher""",75,170,26.54
TIC,Emiliano Fruto," ""WAS"""," ""Relief Pitcher""",75,235,22.73
TIC,Chris Schroder," ""WAS"""," ""Relief Pitcher""",75,210,28.53
TIC,Brett Campbell," ""WAS"""," ""Relief Pitcher""",72,170,25.37
TIC,Beltran Perez," ""WAS"""," ""Relief Pitcher""",74,180,25.35
TIC,Levale Speigner," ""WAS"""," ""Relief Pitcher""",71,170,26.43
TIC,Jason Bergmann," ""WAS"""," ""Relief Pitcher""",76,190,25.43
TIC,Saul Rivera," ""WAS"""," ""Relief Pitcher""",71,150,29.23
TIC,Chris Booker," ""WAS"""," ""Relief Pitcher""",75,230,30.22
TIC,Micah Bowie," ""WAS"""," ""Relief Pitcher""",76,203,32.3
TIC,Jon Rauch," ""WAS"""," ""Relief Pitcher""",83,260,28.42
TIC,Jerome Williams," ""WAS"""," ""Relief Pitcher""",75,246,25.24
TIC,Luis Ayala," ""WAS"""," ""Relief Pitcher""",74,186,29.13
TIC,Ryan Wagner," ""WAS"""," ""Relief Pitcher""",76,210,24.63
TIC,Chad Cordero," ""WAS"""," ""Relief Pitcher""",72,198,24.95
TIC,Humberto Cota," ""PIT"""," ""Catcher""",72,210,28.06
TIC,Ronny Paulino," ""PIT"""," ""Catcher""",75,215,25.86
TIC,Adam LaRoche," ""PIT"""," ""First Baseman""",75,180,27.32
TIC,Ryan Doumit," ""PIT"""," ""First Baseman""",72,200,25.91
TIC,Brad Eldred," ""PIT"""," ""First Baseman""",77,245,26.63
TIC,Jose Castillo," ""PIT"""," ""Second Baseman""",73,200,25.95
TIC,Jack Wilson," ""PIT"""," ""Shortstop""",72,192,29.17
TIC,Freddy Sanchez," ""PIT"""," ""Third Baseman""",70,192,29.19
TIC,Jason Bay," ""PIT"""," ""Outfielder""",74,200,28.44
TIC,Jose Bautista," ""PIT"""," ""Outfielder""",72,192,26.36
TIC,Xavier Nady," ""PIT"""," ""Outfielder""",74,205,28.29
TIC,Jody Gerut," ""PIT"""," ""Outfielder""",72,190,29.45
TIC,Nate McLouth," ""PIT"""," ""Outfielder""",71,186,25.34
TIC,Chris Duffy," ""PIT"""," ""Outfielder""",70,170,26.86
TIC,Rajai Davis," ""PIT"""," ""Outfielder""",71,197,26.36
TIC,Shane Youman," ""PIT"""," ""Starting Pitcher""",76,219,27.39
TIC,Yoslan Herrera," ""PIT"""," ""Starting Pitcher""",74,200,25.84
TIC,Josh Shortslef," ""PIT"""," ""Starting Pitcher""",76,220,25.08
TIC,Zach Duke," ""PIT"""," ""Starting Pitcher""",74,207,23.87
TIC,Paul Maholm," ""PIT"""," ""Starting Pitcher""",74,225,24.68
TIC,Tom Gorzelanny," ""PIT"""," ""Starting Pitcher""",74,207,24.64
TIC,Shawn Chacon," ""PIT"""," ""Starting Pitcher""",75,212,29.19
TIC,Tony Armas Jr.," ""PIT"""," ""Starting Pitcher""",75,225,28.84
TIC,Ian Snell," ""PIT"""," ""Starting Pitcher""",71,170,25.33
TIC,Sean Burnett," ""PIT"""," ""Starting Pitcher""",71,190,24.45
TIC,John Grabow," ""PIT"""," ""Relief Pitcher""",74,210,28.32
TIC,Marty McLeary," ""PIT"""," ""Relief Pitcher""",77,230,32.34
TIC,Salomon Torres," ""PIT"""," ""Relief Pitcher""",71,210,34.97
TIC,Damaso Marte," ""PIT"""," ""Relief Pitcher""",74,200,32.04
TIC,Matt Capps," ""PIT"""," ""Relief Pitcher""",75,238,23.49
TIC,Josh Sharpless," ""PIT"""," ""Relief Pitcher""",77,234,26.09
TIC,Bryan Bullington," ""PIT"""," ""Relief Pitcher""",76,222,26.41
TIC,Jonah Bayliss," ""PIT"""," ""Relief Pitcher""",74,200,26.55
TIC,Brian Rogers," ""PIT"""," ""Relief Pitcher""",76,190,24.62
TIC,Juan Perez," ""PIT"""," ""Relief Pitcher""",72,170,28.49
TIC,Bengie Molina," ""SF"""," ""Catcher""",71,220,32.61
TIC,Eliezer Alfonzo," ""SF"""," ""Catcher""",72,223,28.06
TIC,Lance Niekro," ""SF"""," ""First Baseman""",75,210,28.08
TIC,Mark Sweeney," ""SF"""," ""First Baseman""",73,215,37.34
TIC,Ray Durham," ""SF"""," ""Second Baseman""",68,196,35.25
TIC,Kevin Frandsen," ""SF"""," ""Second Baseman""",72,175,24.77
TIC,Omar Vizquel," ""SF"""," ""Shortstop""",69,175,39.85
TIC,Rich Aurilia," ""SF"""," ""Third Baseman""",73,189,35.49
TIC,Pedro Feliz," ""SF"""," ""Third Baseman""",73,205,31.84
TIC,Todd Linden," ""SF"""," ""Outfielder""",75,210,26.67
TIC,Dave Roberts," ""SF"""," ""Outfielder""",70,180,34.75
TIC,Jason Ellison," ""SF"""," ""Outfielder""",70,180,28.91
TIC,Randy Winn," ""SF"""," ""Outfielder""",74,197,32.73
TIC,Ryan Klesko," ""SF"""," ""Outfielder""",75,220,35.72
TIC,Barry Bonds," ""SF"""," ""Outfielder""",74,228,42.6
TIC,Fred Lewis," ""SF"""," ""Outfielder""",74,190,26.22
TIC,Kelyn Acosta," ""SF"""," ""Starting Pitcher""",73,204,21.85
TIC,Jonathan Sanchez," ""SF"""," ""Starting Pitcher""",74,165,24.28
TIC,Matt Cain," ""SF"""," ""Starting Pitcher""",75,216,22.41
TIC,Matt Morris," ""SF"""," ""Starting Pitcher""",77,220,32.56
TIC,Russ Ortiz," ""SF"""," ""Starting Pitcher""",73,208,32.74
TIC,Noah Lowry," ""SF"""," ""Starting Pitcher""",74,210,26.39
TIC,Barry Zito," ""SF"""," ""Starting Pitcher""",76,215,28.8
TIC,Vinnie Chulk," ""SF"""," ""Relief Pitcher""",74,195,28.2
TIC,Kevin Correia," ""SF"""," ""Relief Pitcher""",75,200,26.52
TIC,Steve Kline," ""SF"""," ""Relief Pitcher""",73,215,34.52
TIC,Armando Benitez," ""SF"""," ""Relief Pitcher""",76,229,34.32
TIC,Scott Munter," ""SF"""," ""Relief Pitcher""",78,240,26.98
TIC,Jack Taschner," ""SF"""," ""Relief Pitcher""",75,207,28.86
TIC,Brian Wilson," ""SF"""," ""Relief Pitcher""",73,205,24.96
TIC,Merkin Valdez," ""SF"""," ""Relief Pitcher""",77,208,25.3
TIC,Brad Hennessey," ""SF"""," ""Relief Pitcher""",74,185,27.06
TIC,Billy Sadler," ""SF"""," ""Relief Pitcher""",72,190,25.44
TIC,Pat Misch," ""SF"""," ""Relief Pitcher""",74,170,25.53
TIC,Gary Bennett," ""STL"""," ""Catcher""",72,208,34.87
TIC,Yadier Molina," ""STL"""," ""Catcher""",71,225,24.63
TIC,John Nelson," ""STL"""," ""First Baseman""",73,190,27.99
TIC,Albert Pujols," ""STL"""," ""First Baseman""",75,225,27.12
TIC,Adam Kennedy," ""STL"""," ""Second Baseman""",73,185,31.14
TIC,Aaron Miles," ""STL"""," ""Second Baseman""",67,180,30.21
TIC,David Eckstein," ""STL"""," ""Shortstop""",67,165,32.11
TIC,Scott Rolen," ""STL"""," ""Third Baseman""",76,240,31.91
TIC,Scott Spiezio," ""STL"""," ""Third Baseman""",74,220,34.44
TIC,Jim Edmonds," ""STL"""," ""Outfielder""",73,212,36.68
TIC,So Taguchi," ""STL"""," ""Outfielder""",70,163,37.66
TIC,Juan Encarnacion," ""STL"""," ""Outfielder""",75,215,30.98
TIC,Skip Schumaker," ""STL"""," ""Outfielder""",70,175,27.07
TIC,John Rodriguez," ""STL"""," ""Outfielder""",72,205,29.11
TIC,Chris Duncan," ""STL"""," ""Outfielder""",77,210,25.82
TIC,Adam Wainwright," ""STL"""," ""Starting Pitcher""",79,205,25.5
TIC,Mark Mulder," ""STL"""," ""Starting Pitcher""",78,208,29.57
TIC,Anthony Reyes," ""STL"""," ""Starting Pitcher""",74,215,25.37
TIC,Ryan Franklin," ""STL"""," ""Starting Pitcher""",75,180,33.99
TIC,Kip Wells," ""STL"""," ""Starting Pitcher""",75,200,29.86
TIC,Chris Carpenter," ""STL"""," ""Starting Pitcher""",78,230,31.84
TIC,Russ Springer," ""STL"""," ""Relief Pitcher""",76,211,38.31
TIC,Jason Isringhausen," ""STL"""," ""Relief Pitcher""",75,230,34.48
TIC,Ricardo Rincon," ""STL"""," ""Relief Pitcher""",69,190,36.88
TIC,Braden Looper," ""STL"""," ""Relief Pitcher""",75,220,32.34
TIC,Randy Flores," ""STL"""," ""Relief Pitcher""",72,180,31.58
TIC,Josh Hancock," ""STL"""," ""Relief Pitcher""",75,205,28.89
TIC,Brad Thompson," ""STL"""," ""Relief Pitcher""",73,190,25.08
TIC,Tyler Johnson," ""STL"""," ""Relief Pitcher""",74,180,25.73
TIC,Chris Narveson," ""STL"""," ""Relief Pitcher""",75,205,25.19
TIC,Randy Keisler," ""STL"""," ""Relief Pitcher""",75,190,31.01
TIC,Josh Kinney," ""STL"""," ""Relief Pitcher""",73,195,27.92
