Career,Name," ""Team"""," ""Position"""," ""Height(inches)"""," ""Weight(lbs)"""," ""Age"""
MEC,David DeJesus," ""KC"""," ""Outfielder""",72,175,27.2
MEC,Shane Costa," ""KC"""," ""Outfielder""",72,220,25.22
MEC,Mitch Maier," ""KC"""," ""Outfielder""",74,210,24.67
MEC,Reggie Sanders," ""KC"""," ""Outfielder""",73,205,39.25
MEC,Emil Brown," ""KC"""," ""Outfielder""",74,200,32.17
MEC,Mike Sweeney," ""KC"""," ""Designated Hitter""",75,225,33.61
MEC,John Bale," ""KC"""," ""Starting Pitcher""",76,205,32.77
MEC,Luke Hudson," ""KC"""," ""Starting Pitcher""",75,195,29.83
MEC,Scott Elarton," ""KC"""," ""Starting Pitcher""",80,240,31.02
MEC,Odalis Perez," ""KC"""," ""Starting Pitcher""",72,150,29.73
MEC,Gil Meche," ""KC"""," ""Starting Pitcher""",75,200,28.48
MEC,Neal Musser," ""KC"""," ""Starting Pitcher""",73,215,26.51
MEC,Brian Bannister," ""KC"""," ""Starting Pitcher""",74,202,26
MEC,Zack Greinke," ""KC"""," ""Starting Pitcher""",74,200,23.36
MEC,Jorge De La Rosa," ""KC"""," ""Starting Pitcher""",73,190,25.9
MEC,Todd Wellemeyer," ""KC"""," ""Relief Pitcher""",75,205,28.5
MEC,Jimmy Gobble," ""KC"""," ""Relief Pitcher""",75,190,25.62
MEC,Joel Peralta," ""KC"""," ""Relief Pitcher""",71,160,30.94
MEC,Ryan Braun," ""KC"""," ""Relief Pitcher""",73,215,26.59
MEC,Joakim Soria," ""KC"""," ""Relief Pitcher""",75,185,22.78
MEC,Ken Ray," ""KC"""," ""Relief Pitcher""",74,200,32.26
MEC,David Riske," ""KC"""," ""Relief Pitcher""",74,190,30.35
MEC,Octavio Dotel," ""KC"""," ""Relief Pitcher""",72,210,33.26
MEC,Joe Nelson," ""KC"""," ""Relief Pitcher""",74,185,32.35
MEC,Gerald Laird," ""TEX"""," ""Catcher""",74,220,27.3
MEC,Miguel Ojeda," ""TEX"""," ""Catcher""",74,190,32.08
MEC,Guillermo Quiroz," ""TEX"""," ""Catcher""",73,202,25.25
MEC,Chris Stewart," ""TEX"""," ""Catcher""",76,205,25.03
MEC,Mark Teixeira," ""TEX"""," ""First Baseman""",75,220,26.89
MEC,Ian Kinsler," ""TEX"""," ""Second Baseman""",72,175,24.69
MEC,Joaquin Arias," ""TEX"""," ""Shortstop""",73,160,22.44
MEC,Michael Young," ""TEX"""," ""Shortstop""",73,190,30.36
MEC,Hank Blalock," ""TEX"""," ""Third Baseman""",73,200,26.27
MEC,Marlon Byrd," ""TEX"""," ""Outfielder""",72,229,29.5
MEC,Brad Wilkerson," ""TEX"""," ""Outfielder""",72,206,29.75
MEC,Sammy Sosa," ""TEX"""," ""Outfielder""",72,220,38.3
MEC,Kenny Lofton," ""TEX"""," ""Outfielder""",72,180,39.75
MEC,Frank Catalanotto," ""TEX"""," ""Outfielder""",71,195,32.84
MEC,Nelson Cruz," ""TEX"""," ""Outfielder""",75,175,26.66
MEC,Jason Botts," ""TEX"""," ""Designated Hitter""",77,250,26.6
MEC,Robinson Tejeda," ""TEX"""," ""Starting Pitcher""",75,188,24.94
MEC,John Rheinecker," ""TEX"""," ""Starting Pitcher""",74,230,27.76
MEC,Edinson Volquez," ""TEX"""," ""Starting Pitcher""",73,190,23.66
MEC,A.J. Murray," ""TEX"""," ""Starting Pitcher""",75,200,24.96
MEC,Brandon McCarthy," ""TEX"""," ""Starting Pitcher""",79,190,23.65
MEC,Vicente Padilla," ""TEX"""," ""Starting Pitcher""",74,219,29.42
MEC,Kevin Millwood," ""TEX"""," ""Starting Pitcher""",76,235,32.18
MEC,John Koronka," ""TEX"""," ""Starting Pitcher""",73,180,26.66
MEC,Frank Francisco," ""TEX"""," ""Relief Pitcher""",74,180,27.47
MEC,Francisco Cruceta," ""TEX"""," ""Relief Pitcher""",74,180,25.66
MEC,Akinori Otsuka," ""TEX"""," ""Relief Pitcher""",72,200,35.13
MEC,Eric Gagne," ""TEX"""," ""Relief Pitcher""",74,234,31.15
MEC,Ron Mahay," ""TEX"""," ""Relief Pitcher""",74,185,35.67
MEC,Joaquin Benoit," ""TEX"""," ""Relief Pitcher""",75,220,29.6
MEC,Rick Bauer," ""TEX"""," ""Relief Pitcher""",78,223,30.14
MEC,Josh Rupe," ""TEX"""," ""Relief Pitcher""",74,200,24.53
MEC,Wes Littleton," ""TEX"""," ""Relief Pitcher""",74,210,24.49
MEC,C.J. Wilson," ""TEX"""," ""Relief Pitcher""",74,200,26.28
MEC,Scott Feldman," ""TEX"""," ""Relief Pitcher""",77,210,24.06
MEC,Gregg Zaun," ""TOR"""," ""Catcher""",70,190,35.88
MEC,Jason Phillips," ""TOR"""," ""Catcher""",73,177,30.42
MEC,Lyle Overbay," ""TOR"""," ""First Baseman""",74,227,30.09
MEC,Russ Adams," ""TOR"""," ""Second Baseman""",73,180,26.5
MEC,Aaron Hill," ""TOR"""," ""Second Baseman""",71,195,24.94
MEC,Jason Smith," ""TOR"""," ""Second Baseman""",75,199,29.6
MEC,John McDonald," ""TOR"""," ""Shortstop""",71,175,32.43
MEC,Royce Clayton," ""TOR"""," ""Shortstop""",72,185,37.16
MEC,Troy Glaus," ""TOR"""," ""Third Baseman""",77,240,30.57
MEC,John Hattig," ""TOR"""," ""Third Baseman""",74,210,27.01
MEC,Reed Johnson," ""TOR"""," ""Outfielder""",70,180,30.23
MEC,Alex Rios," ""TOR"""," ""Outfielder""",77,194,26.03
MEC,Vernon Wells," ""TOR"""," ""Outfielder""",73,225,28.23
MEC,Frank Thomas," ""TOR"""," ""Designated Hitter""",77,275,38.76
MEC,Adam Lind," ""TOR"""," ""Designated Hitter""",74,195,23.62
MEC,Shaun Marcum," ""TOR"""," ""Starting Pitcher""",72,180,25.21
MEC,Casey Janssen," ""TOR"""," ""Starting Pitcher""",76,205,25.45
MEC,Gustavo Chacin," ""TOR"""," ""Starting Pitcher""",71,193,26.24
MEC,A.J. Burnett," ""TOR"""," ""Starting Pitcher""",76,230,30.15
MEC,Roy Halladay," ""TOR"""," ""Starting Pitcher""",78,230,29.8
MEC,John Thomson," ""TOR"""," ""Starting Pitcher""",75,220,33.41
MEC,Tomo Ohka," ""TOR"""," ""Starting Pitcher""",73,200,30.95
MEC,B.J. Ryan," ""TOR"""," ""Relief Pitcher""",78,249,31.17
MEC,Scott Downs," ""TOR"""," ""Relief Pitcher""",74,190,30.95
MEC,Brian Tallet," ""TOR"""," ""Relief Pitcher""",79,208,29.44
MEC,Matt Roney," ""TOR"""," ""Relief Pitcher""",75,245,27.14
MEC,Tracy Thorpe," ""TOR"""," ""Relief Pitcher""",76,250,26.21
MEC,Jean Machi," ""TOR"""," ""Relief Pitcher""",72,160,24.08
MEC,Brandon League," ""TOR"""," ""Relief Pitcher""",75,192,23.96
MEC,Dustin McGowan," ""TOR"""," ""Relief Pitcher""",75,220,24.94
MEC,Jason Frasor," ""TOR"""," ""Relief Pitcher""",70,170,29.56
MEC,Francisco Rosario," ""TOR"""," ""Relief Pitcher""",72,197,26.42
MEC,Davis Romero," ""TOR"""," ""Relief Pitcher""",70,155,23.92
MEC,Jeremy Accardo," ""TOR"""," ""Relief Pitcher""",74,190,25.23
MEC,Mike Redmond," ""MIN"""," ""Catcher""",71,200,35.82
MEC,Joe Mauer," ""MIN"""," ""Catcher""",76,220,23.87
MEC,Chris Heintz," ""MIN"""," ""Catcher""",73,210,32.57
MEC,Justin Morneau," ""MIN"""," ""First Baseman""",76,228,25.79
MEC,Luis Castillo," ""MIN"""," ""Second Baseman""",71,190,31.47
MEC,Alexi Casilla," ""MIN"""," ""Second Baseman""",69,160,22.61
MEC,Alejandro Machado," ""MIN"""," ""Second Baseman""",72,184,24.85
MEC,Jason Bartlett," ""MIN"""," ""Shortstop""",72,180,27.33
MEC,Luis Rodriguez," ""MIN"""," ""Third Baseman""",69,180,26.67
MEC,Jeff Cirillo," ""MIN"""," ""Third Baseman""",73,200,37.43
MEC,Nick Punto," ""MIN"""," ""Third Baseman""",69,176,29.31
MEC,Jason Tyner," ""MIN"""," ""Outfielder""",73,160,29.85
MEC,Michael Cuddyer," ""MIN"""," ""Outfielder""",74,222,27.93
MEC,Torii Hunter," ""MIN"""," ""Outfielder""",74,211,31.62
MEC,Lew Ford," ""MIN"""," ""Outfielder""",72,195,30.55
MEC,Jason Kubel," ""MIN"""," ""Outfielder""",71,200,24.77
MEC,Josh Rabe," ""MIN"""," ""Designated Hitter""",74,210,28.38
MEC,Rondell White," ""MIN"""," ""Designated Hitter""",73,225,35.02
MEC,Ramon Ortiz," ""MIN"""," ""Starting Pitcher""",72,175,33.77
MEC,Johan Santana," ""MIN"""," ""Starting Pitcher""",72,206,27.97
MEC,Carlos Silva," ""MIN"""," ""Starting Pitcher""",76,240,27.85
MEC,Matt Garza," ""MIN"""," ""Starting Pitcher""",76,185,23.26
MEC,Boof Bonser," ""MIN"""," ""Starting Pitcher""",76,260,25.38
MEC,Francisco Liriano," ""MIN"""," ""Starting Pitcher""",74,185,23.35
MEC,Scott Baker," ""MIN"""," ""Starting Pitcher""",76,221,25.45
MEC,Pat Neshek," ""MIN"""," ""Relief Pitcher""",75,205,26.49
MEC,Glen Perkins," ""MIN"""," ""Relief Pitcher""",71,200,24
MEC,Julio DePaula," ""MIN"""," ""Relief Pitcher""",72,170,24.16
MEC,Juan Rincon," ""MIN"""," ""Relief Pitcher""",71,201,28.1
MEC,Jesse Crain," ""MIN"""," ""Relief Pitcher""",73,205,25.65
